proposta;id_x;titulo;votos;state;publicacao;comentarios;url;eixo;id_autor;processo;siglaUf;familiaBeneficiariaPBF;racaCor;gpte;idade_final;sex_final;log1p_votos;log1p_comentarios;cadunico;ocupacao_grupo;cluster_k3;regiao;faixaRendaFamiliarPerCapita;faixaEtaria
As diretrizes do plano de Cultura, devem cuidar de cada seguimento da arte seja fortalecido. Cada linguagem possui suas especificidades e pedem aten??o cuidadosa, desde seu desenvolvimento, produ??o, p?s produ??o, divulga??o e distribui??o. Citando o exemplo da Coreia para al?m do K-pop, K-dramas, filmes (falados em coreano), com reconhecimento global. E agora o Nobel na Literatura. O governo sul-coreano realiza esfor?os significativos para ampliar a visibilidade de seus escritores, ? a hora!;29385;Plano de Cultura Consistentes para al?m do Fomento. ? preciso organizar, elaborar e construir em todas as etapas da Produ??o cultural,;8;N?o analisado;17/12/2024 00:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/29385;Eixo 2 - Fomento ? cultura;890965;Plano Cultura;;;;;56;Feminino;2,20E+16;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Centro de refer?ncia voltado com oficinas  e atividades as mulheres  com implanta??o de hortas, cozinhas solid?ria e lavandeira comunit?ria sustent?vel com produtos ecol?gico e sistema de biodigestor e energia solar.;19041;Centro de refer?ncia em sustentabilidade nas periferias;5;Analisado;16/07/2024 11:16;2;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19041;Mulheres;891368;Plano Clima;;;;;56;Feminino;1,79E+15;1,10E+16;N?o cadastrado;nao_especificado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
A plataforma educomunicativa socioambiental sobre emerg?ncia clim?tica por biomas ser? uma base de dados e forma??o de multiplicadores (escolas, associa??es, empreendimentos locais, com apoio da academia (Ci?ncia) e agentes do poder p?blico (municipal, est e fed) com o intuito de proporcionar informa??es com credibilidade sobre preven??o, adapta??o, mitiga??o, conting?ncia para fortalecer em especial, o princ?pio de precau??o com caracter?sticas regionais das ?reas de risco em cada bioma.;19570;Cria??o de plataforma educomunicativa socioambiental sobre emerg?ncia clim?tica por biomas;13;N?o analisado;15/08/2024 18:09;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19570;Educa??o e Conhecimento Cient?fico;903648;Plano Clima;;;;;56;Feminino;2,64E+16;6,93E+15;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
A cria??o de fundo e banco de tecnologias sociais para a adapta??o e mitiga??o clim?ticas tem como prop?sito oferecer mecanismos e poss?veis solu??es principalmente a popula??es mais vulner?veis de munic?pios de pequeno a grande porte, por meio de linhas espec?ficas que atendam o contexto de quest?es de enchentes, inunda??es, deslizamentos, secas e estiagens com o suporte de georrefer?ncia e metereol?gico, como tamb?m de sistemas de alerta mais eficazes.;19572;Cria??o de fundo e banco de tecnologias sociais para a adapta??o e mitiga??o clim?ticas;6;N?o analisado;15/08/2024 19:04;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19572;Gest?o de Riscos e Desastres;903648;Plano Clima;;;;;56;Feminino;1,95E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"""Cidades Verdes"" ? uma proposta inovadora para a revitaliza??o de ?reas p?blicas urbanas atrav?s do plantio estrat?gico de ?rvores. Este projeto visa transformar espa?os urbanos subutilizados em o?sis verdes, promovendo a biodiversidade, melhorando a qualidade do ar e oferecendo ?reas de conviv?ncia mais agrad?veis e saud?veis para a popula??o. Al?m de embelezar a cidade, a iniciativa busca sensibilizar a comunidade sobre a import?ncia da sustentabilidade e do meio ambiente, criando um legado.";18950;Cidades Verdes: pelo bem-estar urbano;7;N?o analisado;03/07/2024 14:46;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18950;Cidades e Turismo;907353;Plano Clima;;;;;56;Masculino;2,08E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;N;;45 a 59 anos
J? est? mais do que comprovado que o agroneg?cio ? respons?vel pela perda de 97% da vegeta??o nativa do Brasil nos ?ltimos 5 anos. Al?m disso, o setor ? respons?vel por 92% das emiss?es brasileiras de CO2, em grande parte devido ao desmatamento para abrir espa?o para monoculturas e pasto. Est? na hora do Governo Federal parar de investir naquilo que est? destruindo nosso pa?s.;20010;Desinvestimento federal no agroneg?cio.;2;N?o analisado;10/09/2024 16:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20010;Sistemas Alimentares ;907776;Plano Clima;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Cada munic?pio ter meta de pelo menos 10% do munic?pio a cada ano de florestamento acompanhado anualmente por sat?lite. A meta seria obrigat?ria para ter acesso a financiamento;19356;Meta de florestamento municipal por sat?lite;4;N?o analisado;05/08/2024 18:28;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19356;Biodiversidade, prote??o e restaura??o florestal;911465;Plano Clima;;;;;56;Masculino;1,61E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
Incentivar a compostagem dos res?duos org?nicos com isen??o de taxas para pessoas, condom?nios e empresas que tratarem os pr?prios res?duos. O adubo produto dessa compostagem pode apoiar iniciativas de agricultura familiar, hortas urbanas e reflorestamento.;18215;Redu??o do volume de res?duos enviados para aterros;14;N?o analisado;24/06/2024 16:34;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18215;Res?duos e Economia Circular;917450;Plano Clima;;;;;56;Feminino;2,71E+14;0;N?o cadastrado;nao_especificado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Incentivar a compostagem dos res?duos org?nicos com isen??o de taxas para pessoas, condom?nios e empresas que tratarem os pr?prios res?duos. O adubo produto dessa compostagem pode apoiar iniciativas de agricultura familiar, hortas urbanas e reflorestamento.;18216;Redu??o do volume de res?duos enviados para aterros;9;N?o analisado;24/06/2024 16:36;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18216;Res?duos e Economia Circular;917450;Plano Clima;;;;;56;Feminino;2,30E+15;6,93E+15;N?o cadastrado;nao_especificado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
A cria??o de um Fundo Nacional de Patrim?nio Cultural visa fortalecer a pol?tica de patrim?nio cultural na medida em que possibilita o direcionamento de recursos advindos da cobran?a de multas, celebra??o de TACs, cobran?as de servi?os, e que hoje n?o necessariamente revertem para novos investimentos na ?rea. Tamb?m possibilitar? a cria??o de novos instrumentos, e o essencial financiamento do Sistema Nacional de Patrim?nio Cultural. possibilitando o repasse a fundos estaduais e municipais afins.;31937;Aprova??o do projeto de lei 1868/21 e a implementa??o do Fundo Nacional de Patrim?nio Cultural;150;Analisado;09/01/2025 14:28;2;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31937;Eixo 3 - Patrim?nio e mem?ria;927877;Plano Cultura;;;;;56;Masculino;5,02E+15;1,10E+16;N?o cadastrado;servidor_publico;Participantes altamente engajados;SE;;45 a 59 anos
Programa que articule esferas nacional, estadual e municipal e garanta apoio t?cnico e financiamento diretamente para organiza??es comunit?rias na cria??o e sustentabilidade de Centros de SocioBioeconomia criados e administrados por organiza??es sem fins lucrativos do territ?rio (cooperativas, associa??es?). ;;;;;;;;;;;;;;;;;;;;;;;;
"Bujaru- Par? e tantas outras cidades amaz?nicas, querem viver dignamente da agricultura e extrativismo familiar-comunit?rio, continuando a preservar suas florestas, rios e biodiversidade.""";19541;[Assembleia Cidad? de Bujaru] Programa Centros de SocioBioeconomia - Gera??o de renda e vida digna para quem produz e preserva na Amaz?nia;10;N?o analisado;14/08/2024 20:24;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19541;Emprego e Renda;928608;Plano Clima;;;;;56;Feminino;2,40E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
As ACs s?o uma forma de participa??o social que contribui com o poder p?blico na concilia??o de diferentes perspectivas e integra??o de v?rios setores em uma vis?o estrat?gica e plano de a??o ou pol?tica. ;;;;;;;;;;;;;;;;;;;;;;;;
As ACs ir?o recomendar a??es priorit?rias em uma estrat?gia que integre os planos setoriais de mitiga??o e adapta??o em cada Bioma, atendendo a necess?ria articula??o interestadual.;;;;;;;;;;;;;;;;;;;;;;;;
"As ACs aprofundam e trazem novas vozes para a participa??o popular, complementando plen?rias e confer?ncias.""";19542;[Rede de Assembleias Cidad?s do Brasil] Metodologia das Assembleias Cidad?s (ACs) POR BIOMA para estrat?gias integradas de mitiga??o e adapta??o ;7;N?o analisado;14/08/2024 20:36;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19542;Governan?a e sistemas jur?dicos;928608;Plano Clima;;;;;56;Feminino;2,08E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
? necess?rio um plano de adapta??o espec?fico para a agricultura familiar.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
"? necess?rio que os servi?os ambientais de preserva??o e conserva??o ambiental, feitos pelos Agricultores e Agricultoras Familiares, Guardi?es da Biodiversidade, do cerrado, Povos e Comunidades Tradicionais, sejam reconhecidos e renumerados, garantindo a continuidade desse trabalhos e uma vida digna no campo.""";18494;Agricultura Familiar ;18;N?o analisado;26/06/2024 14:24;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18494;Outros;927359;Plano Clima;MG;False;Parda;Fam?lia de Agricultores Familiares;56;Feminino;2,94E+16;6,93E+15;Cadastrado;liberal_autonomo;Participantes socioeconomicamente vulner?veis;SE;Superior a meio sal?rio m?nimo;45 a 59 anos
Promover uma Educa??o Ambiental mais eficaz no Curr?culo da Educa??o Nacional, dando ?nfase as diversidades culturais e religiosas de matriz afro-brasileiras que comp?em a hist?ria brasileira e promovem a preserva??o das florestas como meio de cura (promo??o da sa?de).;19512;Promovendo a Educa??o Ambiental em prol da sa?de humana  ;22;N?o analisado;13/08/2024 19:00;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19512;Educa??o e Conhecimento Cient?fico;929210;Plano Clima;;;;;56;Masculino;3,14E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;CO;;45 a 59 anos
Todas as familias que tenham como dependentes pessoas com deficiencia, doen?as raras e em tratamento oncologicos, ter?o do governo um plano de incentivo contato com subsidio do governo e um financiamento com taxas de juros mais baixas que as comuns de mercado, para que estas familias que tem uma alta taxa de gastos com a saude, possa finalmente reisidir em um imovel proprio e com um valor de pagamento de parcela proximo se n?o igual ao pago at? ent?o de aluguel.;18499;Subsidio  e condi??es de financiamento para compra de imovel com dependentes PCD;12;N?o analisado;26/06/2024 15:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18499;Outros;934243;Plano Clima;SP;False;Branca;Nenhuma;56;Feminino;2,56E+16;0;Cadastrado;outros;Participantes socioeconomicamente vulner?veis;SE;Superior a meio sal?rio m?nimo;45 a 59 anos
As mudan?as clim?ticas s?o o maior determinante de sa?de deste s?culo. ;;;;;;;;;;;;;;;;;;;;;;;;
"Manifestadas por ondas de calor, inc?ndios florestais, inunda??es, secas, tempestades, eventos clim?ticos extremos que impactam em todos os contextos de sa?de das pessoas, suas comunidades e os ecossistemas de uma forma geral. Uma emerg?ncia a ser enfrentada com pol?ticas p?blicas em esfor?o conjunto de esferas de sa?de e meio ambiente, a partir de a??es de adapta??o, mitiga??o e gest?o de n?vel federal a local.""";20020;Minist?rios da Sa?de e Meio Ambiente e Mudan?a do Clima: Gest?o conjunta para a mitiga??o e adapta??o no enfrentamento ?s mudan?as clim?ticas.;3;N?o analisado;10/09/2024 20:05;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20020;Sa?de;936252;Plano Clima;;;;;56;Feminino;1,39E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Os editais culturais com aporte financeiro para projetos, contemplam valores muito baixos e as vezes irrelevantes em cidades com PIB pequeno. Dessa forma j? se exclui a capacidade de gerar uma evolu??o cultural e gosto pela arte cultural na comunidade desses milhares de munic?pios brasileiros. ? um racismo geogr?fico preconceituoso: enquanto um agente cultural no DF recebe 100mil para publicar um livro, aqui na minha cidade o m?ximo que consigo de um mesmo edital s?o 5mil. Brasileiros s?o todos!;31970;A Arte dos Brasileiros n?o pode ser medida pelo PIB da sua cidade! A arte n?o se mede pelo PIB e sim pela relev?ncia!;0;N?o analisado;10/01/2025 11:05;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31970;Eixo 2 - Fomento ? cultura;939487;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Suspender a formaliza??o de conv?nios entre os governos de estado e os munic?pios conforme prev? o Artigo 5? da Lei Complementar 140/2011, enquanto perdurarem os riscos atrelados ?s mudan?as clim?ticas.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Assim, a emiss?o dos licenciamentos ambientais  retornariam ? compet?ncia origin?ria, at? que fossem afastados os riscos atrelados ?s mudan?as clim?ticas.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
"A medida se faz necess?ria, tendo em vista a capacidade insuficiente dos entes municipais para se contraporem ?s press?es de empreendedores.""";20009;Suapens?o de conv?nios de licenciamentos ambientais.;1;N?o analisado;10/09/2024 16:03;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20009;Governan?a e sistemas jur?dicos;939083;Plano Clima;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"Ponto unico em condom?nios residenciais e comerciais de coletas espec?ficas de materiais com reciclabilidade. Com instru??es de como deixar nos coletores os materiais em condi??es de quando recolhidos por empresas ou organiza??es que estar?o recolhendo os mesmos. Como; Plastico, Vidro, Papel, Isopor, Pilhas e Baterias, ?leo queimado, Material org?nico de compostagem, Metais e outros.";19036;Reciclagens em Condominios Residenciais e Comerciais;3;N?o analisado;15/07/2024 19:08;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19036;Res?duos e Economia Circular;942034;Plano Clima;;;;;56;Masculino;1,39E+16;0;N?o cadastrado;empregado_privado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"Incentivo para que as fam?lias usem bicicletas em seus deslocamentos; a partir do fomento da aquisi??o de bicicletas, fomentar seu uso nos deslocamentos di?rios pelas pessoas em geral e, como forma de levar e buscar as crian?as ?s escolas, criando uma rede de cuidado com as crian?as entre a sociedade e fomento a cadeia da mobilidade ativa a partir da bicicleta, o que, al?m da redu??o da emiss?o de gases poluentes, fomentar? neg?cios ligados ? bicicleta e menor press?o no sistema de sa?de";20155;Mudan?a na mobilidade de crian?as e estudantes;0;N?o analisado;17/09/2024 13:30;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20155;Emprego e Renda;951618;Plano Clima;;;;;56;Masculino;0;6,93E+15;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Desenvolver e implementar pol?ticas p?blicas voltadas para a conscientiza??o e educa??o da popula??o sobre a import?ncia da respira??o nasal e do uso de m?scaras como medidas preventivas de doen?as decorrentes do ar polu?do. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
"Essas pol?ticas devem incluir campanhas educativas permanentes e programas de treinamento cont?nuos para a pr?tica da respira??o consciente em escolas, ambientes corporativos e espa?os p?blicos, com a inclus?o dessas pr?ticas nos programas de sa?de preventiva.""";20058;Pol?ticas P?blicas Educativas para Prevenir Doen?as Decorrentes da Polui??o do Ar;2;N?o analisado;11/09/2024 02:23;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20058;Educa??o e Conhecimento Cient?fico;951717;Plano Clima;DF;False;Branca;Nenhuma;56;Masculino;1,10E+16;0;Cadastrado;propriet?rio_empresa;Participantes socioeconomicamente vulner?veis;CO;De R$ 218,01 at? meio sal?rio m?nimo;45 a 59 anos
Desenvolver um sistema cont?nuo de monitoramento da qualidade do ar, com foco em regi?es afetadas por queimadas, incluindo indicadores acess?veis ? popula??o e alertas em caso de polui??o perigosa.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
"Promover a pesquisa e inova??o, incentivando a cria??o de um ecossistema que envolva startups, universidades e empresas para desenvolver tecnologias e solu??es que melhorem a qualidade do ar e ajudem a combater a polui??o, refor?ando a sa?de respirat?ria e a sustentabilidade ambiental.""";20059;Monitoramento, Inova??o e Alerta da Qualidade do Ar;1;N?o analisado;11/09/2024 02:31;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20059;Sa?de;951717;Plano Clima;DF;False;Branca;Nenhuma;56;Masculino;6,93E+15;0;Cadastrado;propriet?rio_empresa;Participantes socioeconomicamente vulner?veis;CO;De R$ 218,01 at? meio sal?rio m?nimo;45 a 59 anos
Incentivar o consumo consciente e sustent?vel de prote?nas. O programa promover? pr?ticas alimentares saud?veis, com base nas diretrizes da OMS, e promover? com incentivos fiscais e subs?dios, a produ??o e consumo de fontes proteicas vegetais e de baixo impacto ambiental. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
"Considerando os riscos da carne bovina ? sa?de e que 80% do desmatamento da Amaz?nia vem da pecu?ria, favorecer? tanto a sa?de da popula??o, quanto a preserva??o dos ecossistemas.""";20062;Programa de Incentivo ao Consumo Consciente e Sustent?vel de Prote?nas;1;N?o analisado;11/09/2024 02:59;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20062;Sistemas Alimentares ;951717;Plano Clima;DF;False;Branca;Nenhuma;56;Masculino;6,93E+15;0;Cadastrado;propriet?rio_empresa;Participantes socioeconomicamente vulner?veis;CO;De R$ 218,01 at? meio sal?rio m?nimo;45 a 59 anos
O monitoramento das APAs ter?o maior efetividade se houver fiscaliza??o constante. Para isso ? necess?rio que tenham agentes qualificados dispon?veis nessas regi?es. A exist?ncia de Pontos de apoio do ICMBio e/ou IBAMA ? fundamental e urgente para acabar com o desmatamento, ca?a e pesca ilegal nesses munic?pios.;19622;Pontos de Apoio do ICMBio e IBAMA em todos os munic?pios brasileiros que tenham APAS (?reas de Prote??o Ambiental);8;N?o analisado;19/08/2024 15:37;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19622;Biodiversidade, prote??o e restaura??o florestal;952429;Plano Clima;BA;False;Parda;Nenhuma;56;Feminino;2,20E+16;0;Cadastrado;nao_informado;Participantes socioeconomicamente vulner?veis;NE;De R$ 218,01 at? meio sal?rio m?nimo;45 a 59 anos
Defini??o de um percentual m?nimo da arrecada??o federal, estadual e municipal para a??es de mitiga??o da crise clim?tica;18004;Obrigatoriedade de percentual da arrecada??o federal, estadual e municipal para mitiga??o da crise do clima;36;N?o analisado;09/06/2024 18:27;3;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18004;Gest?o de Riscos e Desastres;956659;Plano Clima;;;;;56;Feminino;3,61E+16;1,39E+16;N?o cadastrado;servidor_publico;Participantes altamente engajados;S;;45 a 59 anos
A gera??o de energia atrav?s de combust?veis f?sseis deve ser interrompida o quanto antes. Um passo nessa dire??o ? cessar todos os subs?dios para produ??o de energia baseada em combust?veis f?sseis;18005;Retirada de subs?dios para combust?veis f?sseis ;33;N?o analisado;09/06/2024 18:30;2;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18005;Energia;956659;Plano Clima;;;;;56;Feminino;3,53E+16;1,10E+16;N?o cadastrado;servidor_publico;Participantes altamente engajados;S;;45 a 59 anos
"Cria??o das disciplinas obrigat?rias ""Constitui??o de 1988"" e ""Crise clim?tica global"" para alunos do ensino m?dio. Impedimento de que estados e munic?pios contratem empresas que contratam docentes e fazem gest?o de escola. Garantia de ensino p?blico de qualidade para todos.";18006;Educa??o e cidadania;21;N?o analisado;09/06/2024 18:35;1;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18006;Educa??o e Conhecimento Cient?fico;956659;Plano Clima;;;;;56;Feminino;3,09E+15;6,93E+15;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Criar c?digo de regulamenta??o para explora??o mineral , colocando puni??es mais severas para mineradoras que degradam meio ambiente, fortalecer quadro de RH para uma fiscaliza??o mais efetiva . Cria??o de requisitos mais efetivos para concess?o de licenciamento ambiental;18182;Regulamenta??o de atividades minerais ;7;N?o analisado;20/06/2024 18:27;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18182;Ind?stria e Minera??o;958276;Plano Clima;;;;;56;Feminino;2,08E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
Cria??o de editais para a divulga??o de projetos culturais, jornalismo cultural e outras iniciativas que visem divulgar a cultura brasileira.;30399;Fomento para divulga??o cultural;3;N?o analisado;19/12/2024 18:10;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/30399;Eixo 2 - Fomento ? cultura;960238;Plano Cultura;;;;;56;Masculino;1,39E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Fortalecer a produ??o, curadoria e distribui??o de conte?dos culturais com reserva or?ament?ria espec?fica voltada ? diversifica??o da Lei Rouanet, priorizando regi?es perif?ricas, Amaz?nia Legal, regi?es Centro Oeste, Nordeste e Sul.;30405;Diversifica??o da Lei Rouanet para priorizar regi?es perif?ricas, Amaz?nia Legal, regi?es Centro Oeste, Nordeste e Sul;2;N?o analisado;19/12/2024 18:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/30405;Eixo 2 - Fomento ? cultura;960238;Plano Cultura;;;;;56;Masculino;1,10E+16;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Promover a ocupa??o diversa e democr?tica no ambiente digital e a express?o, produ??o, difus?o, curadoria, mem?ria e frui??o da cultura digital, com o incentivo ao pensamento cr?tico, ?s redes colaborativas, tecnologias livres e acess?veis e divulga??o cultural;30407;Ocupa??o democr?tica no ambiente digital;1;N?o analisado;19/12/2024 18:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/30407;Eixo 8 - Cultura digital e direitos digitais;960238;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;militar_aposentado;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Incentivar por meio de fomento projetos Culturais no interior e nas periferias para promover a cultura popular em espa?os onde a popula??o possa usufruir de momentos de aprendizado, confraterniza??o e estudo das mais diversas manifesta??es culturais;28987;Incentivo para projetos Culturais locais no interior e periferias;6;N?o analisado;15/12/2024 23:12;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/28987;Eixo 2 - Fomento ? cultura;960695;Plano Cultura;ES;True;Branca;Nenhuma;56;Feminino;1,95E+16;0;Cadastrado;servidor_publico;Participantes socioeconomicamente vulner?veis;SE;Superior a meio sal?rio m?nimo;45 a 59 anos
Implementar um programa de educa??o clim?tica baseada na ci?ncia (usando Mural do Clima, IPCC) para servidores das Secretarias Municipais de Planejamento, Educa??o, Meio Ambiente, Infra estrutura, Servi?os Urbanos e/ou Defesa Civil, para que criem e executem pol?ticas p?blicas eficazes de mitiga??o e adapta??o ?s mudan?as clim?ticas nos munic?pios, alinhadas ? governan?a nacional. Priorizar os 1942 munic?pios mais vulner?veis determinados pelo pelo Gov. Federal, seguidos dos demais munic?pios.;18910;Programa de Educa??o Clim?tica para que servidores municipais de secretarias estrat?gicas criem pol?ticas p?blicas alinhadas ao Plano Clima federal;89;Analisado;27/06/2024 18:38;5;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18910;Educa??o e Conhecimento Cient?fico;961780;Plano Clima;;;;;56;Feminino;4,50E+15;1,79E+15;N?o cadastrado;liberal_autonomo;Participantes altamente engajados;S;;45 a 59 anos
Disponibilizar leitos e acomoda??es em hot?is, pousadas, hostels para as pessoas que forem atingidas por eventos extremos do clima.;19813;Disponibilizar hot?is, pousadas e hostels para abrigar as pessoas que forem atingidas pelos eventos extremos do clima.;5;N?o analisado;26/08/2024 17:11;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19813;Gest?o de Riscos e Desastres;965243;Plano Clima;;;;;56;Feminino;1,79E+15;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Criar sistema de comunica??o atrav?s de sirenes, megafones, mensagens, sino de igrejas para orientar a popula??o de como agir em caso de eventos extremos do clima. Treinamento das for?as policiais e da Defesa Civil para orientar a popula??o sobre como agir e para onde ir. Rotas de fuga, locais de acolhimento. Treinar a popula??o para que saiba o que fazer em caso de necessidade.;19814;Sistema de Comunica??o que possibilite alertas ? popula??o sobre as condi??es severas do clima e orienta??es claras sobre como agir;5;N?o analisado;26/08/2024 17:22;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19814;Gest?o de Riscos e Desastres;965243;Plano Clima;;;;;56;Feminino;1,79E+15;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Organiza??o de mutir?es de plantio para restaurar a vegeta??o nativa da mata ciliar, recompondo as margens de rios, arroios e c?rregos a fim de diminuir o impacto das cheias e a eros?o do solo.;19815;Mutir?es de plantio na beira dos rios, arroios e c?rregos;4;N?o analisado;26/08/2024 17:25;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19815;Biodiversidade, prote??o e restaura??o florestal;965243;Plano Clima;;;;;56;Feminino;1,61E+16;0;N?o cadastrado;propriet?rio_empresa;Participantes de baixa mobiliza??o;S;;45 a 59 anos
Constru??o e efetiva??o de pol?ticas de regulariza??o fundi?ria e prote??o dos territ?rios de povos e comunidades tradicionais que tem um papel fundamental na manuten??o do ecossistemas costeiro marinho bem como os demais biomas com garantia de recursos para efetiva??o dessas pol?ticas e constru??o de protocolos de adapta??o e conting?ncia em rela??o a crise cim?tica.;19297;Defesa dos Territ?rios Tradicionais Pesqueiros;74;Analisado;01/08/2024 20:30;6;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19297;"Povos e Comunidades Tradicionais; e Povos Ind?genas";969925;Plano Clima;;;;;56;Masculino;4,32E+14;1,95E+16;N?o cadastrado;empresa_publica;Participantes altamente engajados;NE;;45 a 59 anos
